MENU_HINT,EVENT_NAME,Name,WIN_LOSE,age,weight,jockey,trainer,ratings,form,race_surface,race_runners,race_going,race_distance,race_class,race_ages,non_runners
Doncaster 1st Jul,6f Hcap,Ghathanfar,0,7,132,D Nolan,Miss Tracy Waggott,82.0,888957.0,Turf,10,Good (Good to Firm in Places),1322,4.0,4+,
Doncaster 1st Jul,6f Mdn Stks,Manila Style,0,3,133,D Allan,T D Easterby,,54.0,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,1m2f Hcap,Mogwai,0,4,132,David Egan,S P C Woods,67.0,252434.0,Turf,7,Good (Good to Firm in Places),2243,5.0,4+,['Honky Tonk Town']
Doncaster 1st Jul,1m2f Hcap,Miss Harmony,0,4,123,Joe Bradnam,M L W Bell,58.0,341767.0,Turf,7,Good (Good to Firm in Places),2243,5.0,4+,['Honky Tonk Town']
Doncaster 1st Jul,7f Mdn Stks,Tiora,0,2,126,P Mulrennan,Patrick Owens,,63.0,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,7f Mdn Stks,Carnaby Princess,0,2,126,D Fentiman,T D Easterby,,5.0,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,7f Mdn Stks,China Trade,0,2,126,Connor Beasley,C Johnston,,5.0,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,7f Hcap,Solar Orbiter,0,4,135,David Egan,R Varian,85.0,112.0,Turf,6,Good (Good to Firm in Places),1546,4.0,4+,
Doncaster 1st Jul,6f Mdn Stks,Doon The Glen,0,3,133,Mark Winn,J S Goldie,,,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,6f Hcap,Fantasy Master,1,5,125,David Egan,Darryll Holland,75.0,133726.0,Turf,10,Good (Good to Firm in Places),1322,4.0,4+,
Doncaster 1st Jul,7f Hcap,Roaring Ralph,0,3,134,D Nolan,M Dods,74.0,588416.0,Turf,9,Good (Good to Firm in Places),1546,5.0,3,
Doncaster 1st Jul,7f Hcap,Brother Sebastian,0,3,127,D Allan,T D Easterby,67.0,43567.0,Turf,9,Good (Good to Firm in Places),1546,5.0,3,
Doncaster 1st Jul,7f Mdn Stks,She Wore No Jewels,0,2,128,Jason Watson,C G Cox,,3.0,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,6f Hcap,Mattice,0,4,128,D Allan,T D Easterby,78.0,356694.0,Turf,10,Good (Good to Firm in Places),1322,4.0,4+,
Doncaster 1st Jul,7f Mdn Stks,Wits End,0,2,128,George Wood,Tom Dascombe,,0.0,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,7f Mdn Stks,Alshinfarah,1,2,128,Dane ONeill,K P De Foy,,,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Doncaster 1st Jul,6f Mdn Stks,Kokomo,0,3,128,Jason Watson,Brian ORourke,,25.0,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,6f Mdn Stks,Kaidu,0,3,133,Dane ONeill,C G Cox,,72.0,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,6f Mdn Stks,Okami,0,3,133,David Egan,R Varian,,39.0,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,6f Hcap,Pearle Dor,0,4,133,Jason Watson,D OMeara,83.0,300026.0,Turf,10,Good (Good to Firm in Places),1322,4.0,4+,
Doncaster 1st Jul,7f Hcap,Prairie Falcon,0,3,137,Connor Beasley,M Dods,77.0,519440.0,Turf,9,Good (Good to Firm in Places),1546,5.0,3,
Doncaster 1st Jul,7f Hcap,Outrun The Storm,0,5,122,Andrew Breslin,R A Fahey,72.0,228408.0,Turf,6,Good (Good to Firm in Places),1546,4.0,4+,
Doncaster 1st Jul,6f Mdn Stks,Queens Resolve,0,3,128,George Wood,Harry Eustace,,6.0,Turf,12,Good (Good to Firm in Places),1322,5.0,3+,"['Sir Sidney Smith', 'Canaria Queen']"
Doncaster 1st Jul,7f Hcap,Desert Voice,1,3,137,Dane ONeill,W J Haggas,77.0,61.0,Turf,9,Good (Good to Firm in Places),1546,5.0,3,
Doncaster 1st Jul,1m2f Hcap,Oot Ma Way,0,5,116,Amie Waugh,J S Goldie,45.0,746784.0,Turf,7,Good (Good to Firm in Places),2243,5.0,4+,['Honky Tonk Town']
Doncaster 1st Jul,7f Mdn Stks,Lady Of Time,0,2,126,D Allan,T D Easterby,,,Turf,10,Good (Good to Firm in Places),1546,5.0,2,['Roubay']
Lingfield 1st Jul,1m4f Hcap,Mysterious Maestro,0,3,130,Harry Burns,S  E Crisford,59.0,967505.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,1m2f Hcap,Lost In Time,0,6,141,Jefferson Smith,D K Ivory,59.0,43480.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,7f Hcap,Amathus,1,6,142,George Rooke,P R Chamings,65.0,748351.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,5f Hcap,Harb,0,4,138,S W Kelly,P Crate,71.0,924546.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,7f Hcap,Essme,0,5,123,Charlie Bennett,R Cook  J Bridger,45.0,99033.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Handel,0,5,139,Joey Haynes,C Banham,57.0,897633.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,6f Hcap,Senor Pockets,0,3,133,Kaiya Fraser,H Spiller,59.0,200364.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,6f Hcap,Gonzaga,0,8,126,Morgan Cole,J Bennett,45.0,464766.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,5f Hcap,Lady Jane Grey,0,3,126,George Rooke,Rae Guest,64.0,375386.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,1m4f Hcap,Climate Precedent,0,3,134,PierreLouis Jamin,M L W Bell,63.0,452449.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,7f Hcap,Nibras Rainbow,0,3,132,Joey Haynes,I Mohammed,63.0,400026.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,1m4f Hcap,Ectocross,0,3,127,Paddy Bradley,S Dow,56.0,13899.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,1m2f Hcap,Codswallop,0,4,134,Charlie Bennett,A West,52.0,940757.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Moosmee,0,6,128,Christian Howarth,S Dow,46.0,904990.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,6f Hcap,Desert Illusion,0,3,135,Molly Presland,I Mohammed,61.0,70239.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,5f Hcap,Dream By Day,0,4,136,Joey Haynes,K P De Foy,69.0,15757.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,7f Hcap,Inverinate,0,3,131,Jefferson Smith,I Mohammed,62.0,67421.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Gilded Moon,0,3,130,Harry Burns,E A L Dunlop,58.0,331573.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m4f Hcap,Papa Ricco,0,3,133,Robert Tart,S P C Woods,62.0,775134.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,6f Hcap,Irish Dessert,0,3,132,PierreLouis Jamin,H Spiller,58.0,796.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,5f Hcap,Eeh Bah Gum,1,8,140,Laura Coughlan,I Furtado,73.0,201159.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,6f Hcap,Goose Rock,0,3,129,Tommie Jakes,J Ryan,55.0,315735.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,1m2f Hcap,Fravanco,1,4,142,George Rooke,M Madgwick,60.0,557.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Third Batch,0,3,136,Robert Tart,S P C Woods,64.0,448733.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Zebra Star,0,3,133,Oliver Stammers,Miss A Murphy,61.0,734583.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Global Grandeur,0,4,139,Harry Burns,J Butler,57.0,608.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,6f Hcap,Spirit Of Breeze,0,3,136,Paddy Bradley,G L Moore,62.0,634764.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,1m4f Hcap,Surge,0,3,135,Alec Voikhansky,D Menuisier,64.0,50.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,7f Hcap,Ajrad,0,5,140,S W Kelly,M J Attwater,63.0,187854.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,7f Hcap,Kodi Noir,0,3,128,Christian Howarth,Alice Haynes,59.0,986089.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,5f Nov Stks,Talking Rubbish,0,2,128,S W Kelly,P Crate,,,Turf,5,Good to Firm,1097,5.0,2,['Mullingar Girl']
Lingfield 1st Jul,7f Hcap,Alyara,0,5,140,L P Keniry,J L Flint,63.0,885355.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,7f Hcap,Major Gatsby,0,4,142,William Carson,W G M Turner,65.0,56423.0,Turf,8,Good to Firm,1540,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Optik,0,3,119,Georgia Dobie,D M Simcock,47.0,4222.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,5f Hcap,Song Of Success,0,3,135,Kaiya Fraser,J R Fanshawe,73.0,210445.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,1m4f Hcap,Philos,0,3,127,Kaiya Fraser,E A L Dunlop,56.0,332211.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,1m2f Hcap,Take My Breath,0,3,118,Laura Coughlan,K Jewell,46.0,67.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,5f Nov Stks,Miss Woo Woo,0,2,128,George Downing,R M H Cowell,72.0,758.0,Turf,5,Good to Firm,1097,5.0,2,['Mullingar Girl']
Lingfield 1st Jul,1m2f Hcap,Platinum Prince,0,6,144,Paddy Bradley,G L Moore,62.0,133884.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,5f Hcap,Jacks Point,0,7,139,George Downing,R M H Cowell,72.0,570899.0,Turf,6,Good to Firm,1097,5.0,3+,['Regal Envoy']
Lingfield 1st Jul,1m2f Hcap,Royal Design,0,3,129,Josephine Gordon,P S McEntee,57.0,5880.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,5f Nov Stks,Graceful Thunder,0,2,135,PierreLouis Jamin,G Boughey,81.0,10.0,Turf,5,Good to Firm,1097,5.0,2,['Mullingar Girl']
Lingfield 1st Jul,1m2f Hcap,Teekana,0,4,130,Georgia Dobie,M Murphy  M Keady,48.0,887507.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,1m2f Hcap,Grand Central,0,3,128,Josephine Gordon,P S McEntee,56.0,68257.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,1m2f Hcap,Star Of Epsom,0,5,135,Paddy Bradley,P Phelan,53.0,161001.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,5f Nov Stks,Dapperling,1,2,128,Alec Voikhansky,R Hannon,73.0,5222.0,Turf,5,Good to Firm,1097,5.0,2,['Mullingar Girl']
Lingfield 1st Jul,6f Hcap,Savannah Smiles,0,3,133,Christian Howarth,G Harris,59.0,560515.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,1m4f Hcap,Bush Rose,0,3,135,Kyle Strydom,R Varian,64.0,447.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,1m2f Hcap,Delvey,0,4,141,Laura Coughlan,K Jewell,59.0,57370.0,Polytrack,11,Standard,2200,6.0,3+,
Lingfield 1st Jul,1m2f Hcap,Shalfa,0,4,143,William Carson,Mrs L Richards,61.0,521367.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,5f Nov Stks,Queues Likely,0,2,132,L P Keniry,J S Moore,73.0,571.0,Turf,5,Good to Firm,1097,5.0,2,['Mullingar Girl']
Lingfield 1st Jul,6f Hcap,San Francisco Bay,1,4,138,Laura Coughlan,H Candy,58.0,972612.0,Turf,8,Good to Firm,1320,6.0,3+,['Bala Hatun']
Lingfield 1st Jul,1m4f Hcap,Robusto,1,3,134,S W Kelly,Sir Mark Prescott,63.0,613.0,Polytrack,8,Standard,2640,6.0,3,
Lingfield 1st Jul,1m2f Hcap,Pink Lily,1,3,130,Alec Voikhansky,R Hannon,58.0,333124.0,Polytrack,9,Standard,2200,6.0,3+,"['Dark Gold', 'Maffeo Barberini']"
Lingfield 1st Jul,1m2f Hcap,Gasman,0,3,126,William Carson,C Hills,54.0,82857.0,Polytrack,11,Standard,2200,6.0,3+,
Curragh 1st Jul,1m2f Grp 3,Alfred Munnings,0,3,125,R L Moore,A P OBrien,,16.0,Turf,5,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,6f Hcap,Iva Batt,0,5,121,R P Whelan,A McGuinness,74.0,842025.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,6f Grp 2,Matrika,1,2,128,R L Moore,A P OBrien,,12.0,Turf,7,Good (Good to Yielding in places),1320,1.0,2,
Curragh 1st Jul,6f Grp 2,Miss Roberts,0,2,128,B M Coen,E Walker,,24.0,Turf,7,Good (Good to Yielding in places),1320,1.0,2,
Curragh 1st Jul,2m Hcap,Coventry,0,6,119,L F Roche,G Elliott,70.0,82090.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,1m2f Grp 1,Trevaunance,0,4,136,S Foley,Mrs J Harrington,107.0,511866.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,6f Hcap,Apache Outlaw,0,3,137,C StoneWalsh,J P OBrien,96.0,135594.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,1m Mdn,Altitudeadjustment,0,3,134,L T McAteer,J Davison,,,Turf,14,Good (Good to Yielding in places),1760,,3+,['Lets Avit']
Curragh 1st Jul,1m2f Hcap,Roman Bull,0,5,127,J Gonet,Michael W OMeara,72.0,345225.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,6f Hcap,Dandyville,0,5,133,W M Lordan,N Lupini,86.0,321110.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,7f Mdn,King Of Gosford,0,2,131,G F Carroll,A Oliver,,,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,7f Mdn,Huxley,0,2,131,G M Ryan,Donnacha OBrien,,7.0,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,1m2f Grp 1,Stay Alert,0,4,136,R P Whelan,H Morrison,108.0,215105.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,2m Hcap,Ted Hastings,0,7,135,W J Lee,G Elliott,86.0,170.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,2m Hcap,Newfoundland,0,4,137,R L Moore,J P OBrien,88.0,221976.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,2m Hcap,Sheishybrid,0,5,133,Adam Caffrey,N Meade,84.0,321504.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,1m2f Hcap,Yokkell,0,4,126,Neve Bennett,J P Fahey,71.0,123232.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,6f Grp 2,Launch,0,2,128,C D Hayes,A Murray,,230.0,Turf,7,Good (Good to Yielding in places),1320,1.0,2,
Curragh 1st Jul,6f Hcap,Ice Cold In Alex,0,9,131,J A Powell,K J Condon,84.0,551024.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,6f Hcap,Navalny,0,3,119,K J Leonard,H De Bromhead,76.0,454655.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,1m Mdn,Expelliarmus,0,3,129,D P McDonogh,J P OBrien,,93.0,Turf,14,Good (Good to Yielding in places),1760,,3+,['Lets Avit']
Curragh 1st Jul,1m2f Hcap,Believe In Science,0,4,127,Kyanna Van Buuren,J S Bolger,72.0,45303.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,2m Hcap,Line Out,0,11,134,B M Coen,John E  Kiely,85.0,6181.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,1m2f Hcap,In From The Cold,0,6,141,S Brickley,G Elliott,86.0,647731.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,1m2f Hcap,Jungle Cove,0,6,149,Jessica OGorman,Mrs J Harrington,94.0,100024.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,7f Mdn,City Of Troy,1,2,131,R L Moore,A P OBrien,,,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,7f Mdn,Instant Appeal,0,2,131,S T McCullagh,Mrs J Harrington,,2.0,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,7f Mdn,Slurricane,0,2,131,C D Hayes,R OSullivan,,5.0,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,1m2f Grp 1,Above The Curve,0,4,136,R L Moore,J P OBrien,113.0,113771.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,1m2f Grp 1,Comhra,0,3,126,R P Cleary,J S Bolger,110.0,274653.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,1m2f Hcap,Goodie Two Shoes,0,4,150,Rachael Blackmore,J P OBrien,95.0,117.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,6f Grp 2,Do It With Style,0,2,128,G M Ryan,Donnacha OBrien,,10.0,Turf,7,Good (Good to Yielding in places),1320,1.0,2,
Curragh 1st Jul,7f Mdn,Galen,0,2,131,D McMonagle,J P OBrien,,,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,2m Hcap,Dartan,1,6,128,D P McDonogh,M J Smith,79.0,347117.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,2m Hcap,Extensio,0,6,119,Siobhan Rutledge,P F ODonnell,69.0,124202.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,2m Hcap,Kendancer,0,7,126,J Kearney,C Byrnes,77.0,145675.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,1m Mdn,Reclaim,0,3,134,B M Coen,J Feane,,,Turf,14,Good (Good to Yielding in places),1760,,3+,['Lets Avit']
Curragh 1st Jul,1m2f Grp 1,Rosscarbery,0,5,136,W J Lee,P Twomey,110.0,12451.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
Curragh 1st Jul,6f Hcap,Greek Flower,0,4,119,L F Roche,J Feane,71.0,236302.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,1m Mdn,Space Age,0,3,134,D McMonagle,J J Murphy,80.0,362.0,Turf,14,Good (Good to Yielding in places),1760,,3+,['Lets Avit']
Curragh 1st Jul,7f Mdn,School Of Law,0,2,131,W J Lee,M OCallaghan,,2.0,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,7f Mdn,Badda Bing,0,2,131,A J Slattery,A Slattery,,,Turf,13,Good (Good to Yielding in places),1540,,2,
Curragh 1st Jul,1m Mdn,Neowise,0,3,129,N M Crosse,Mrs J Harrington,,28.0,Turf,14,Good (Good to Yielding in places),1760,,3+,['Lets Avit']
Curragh 1st Jul,6f Hcap,Coumshingaun,1,4,121,N M Crosse,Kevin Coleman,74.0,423.0,Turf,13,Good (Good to Yielding in places),1320,,3+,"['Parting Glass', 'Midnight Fire']"
Curragh 1st Jul,1m2f Hcap,Alanya,1,4,132,Amy Jo Hayes,T Gibney,77.0,215.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,2m Hcap,Crystal Caves,0,4,119,J A Powell,T Gibney,69.0,565414.0,Turf,16,Good (Good to Yielding in places),3520,,4+,['Firstman']
Curragh 1st Jul,1m2f Hcap,Charcor,0,9,139,A Satabin,M Brassil,84.0,128029.0,Turf,15,Good (Good to Yielding in places),2200,,4+,
Curragh 1st Jul,1m2f Grp 1,Never Ending Story,0,3,126,W M Lordan,A P OBrien,110.0,343152.0,Turf,9,Good (Good to Yielding in places),2200,1.0,3+,
